data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7239645,508,MZM1677,1677,2020-08-09,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 9 August 2020, members of an Islamist militia and the armed forces clashed in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). Mobile phone towers and most of the power lines were destroyed. Clashes were registered from 5 August to 11 August. Independent investigations reported between 60 to 90 government fatalities, over 100 injured and up to 40 missing. 60 fatalities split across 7 events.",9,1601937200,MOZ
7270760,508,MZM1674,1674,2020-08-08,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Refugees/IDPs (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Litamanda,-11.8966,40.1097,1,Cabo Ligado,Local partner-Other,"On 8 August 2020, five members of an Islamist militia wearing uniforms similar to the armed forces attacked Litamanda (Macomia, Cabo Delgado). 5 civilians were killed; 7 houses burnt down. Several IDPs from the region are currently in the village.",5,1604351343,MOZ
7239588,508,MZM1672,1672,2020-08-08,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Noticias de Defesa; Cabo Ligado,Local partner-Other,"On 8 August 2020, clashes between the armed forces and an Islamist group were registered in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). The Islamist group also targeted Chinese nationals during the attacks. The Islamist group claimed to have killed or wounded 50 soldiers while government supporters claimed 128 Islamist Militia members killed. Clashes were registered from 5 August to 11 August. Independent investigations reported between 60 to 90 government fatalities, over 100 injured and up to 40 missing. 60 fatalities split across 7 events.",9,1601937199,MOZ
7239589,508,MZM1678,1678,2020-08-08,2020,2,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Ntotwe,-11.4424,40.1612,1,Cabo Ligado; VOA,Local partner-Other,"Around 8 August 2020 (between 7 August - 9 August), members of Islamist militia took control of Ntotwe (Mocimboa da Praia, Cabo Delgado) after a clash with members of the FDS forces. A number of soldiers were killed and/or wounded. Unknown fatalities coded as 3.",3,1601937199,MOZ
7261377,508,MZM1710,1710,2020-08-08,2020,1,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Ntotwe,-11.4424,40.1612,1,Cabo Ligado,Local partner-Other,"On 8 August 2020, members of an Islamist militia gained control of the city of Ntotue (Mocimboa da Praia, Cabo Delgado) after a clash with FDS forces.",0,1603755456,MOZ
7239646,508,MZM1676,1676,2020-08-08,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Ncomangano,-11.3105,40.3967,1,Cabo Ligado,Local partner-Other,"On 8 August 2020, members of an Islamist militia attacked Ncomangano (Mocimboa da Praia, Cabo Delgado). No reports on injuries and/or fatalities.",0,1601937200,MOZ
7239648,508,MZM1675,1675,2020-08-08,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Nambo,-12.0565,40.4946,1,Cabo Ligado,Local partner-Other,"Around 8 August 2020 (between 8 - 9 August), 10 members of an Islamist Militia attacked Nambo (Macomia, Cabo Delgado). The group killed 2 civilians, kidnapped 4 women and 3 children, and burnt houses.",2,1601937200,MOZ
7187116,508,MZM1671,1671,2020-08-07,2020,1,Violence against civilians,Attack,RMJ: Renamo Military Junta,,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Sofala,Chibabava,Muxungue,Muxungue,-20.5855,33.8448,2,Undisclosed Source; VOA,Local partner-Other,"On 7 August 2020, a baby was killed and three other people were injured by presumed Renamo Military Junta members on the EN1 road, close to Muxungue (Chibabava, Sofala).",1,1599525365,MOZ
7239650,508,MZM1669,1669,2020-08-07,2020,1,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Awasse,-11.5096,40.0314,1,Cabo Ligado,Local partner-Other,"On 7 August 2020, members of an Islamist militia gained control of Awasse (Mocimboa da Praia, Cabo Delgado) during ongoing clashes with the Armed Forces. Fatalities unknown.",0,1601937200,MOZ
7239651,508,MZM1668,1668,2020-08-07,2020,1,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Anga,-11.3905,40.3822,1,Cabo Ligado,Local partner-Other,"On 7 August 2020, members of an Islamist militia gained control of Anga (Mocimboa da Praia, Cabo Delgado) during ongoing clashes with the Armed Forces. Fatalities unknown.",0,1601937200,MOZ
7239652,508,MZM1670,1670,2020-08-07,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),Dyck Advisory Group,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 7 August 2020, clashes between Armed Forces, with support of DAG, and an Islamist group were registered in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). Civilians fled the area. Clashes were registered from 5 August to 11 August. Independent investigation reported between 60 to 90 government fatalities, over 100 injured and up to 40 missing. 60 fatalities split across 7 events.",8,1601937200,MOZ
7188980,508,MZM1673,1673,2020-08-07,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Sofala,Chibabava,Muxungue,Muxungue,-20.5855,33.8448,2,Lusa,National,"On 7 August 2020, unidentified armed individuals opened fire against a bus that had just left Muxungue (Chibabava, Sofala). A child was shot and killed, and 3 other people were shot and injured. Motivation and authorship are unknown.",1,1599525369,MOZ
7239587,508,MZM1667,1667,2020-08-06,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Amaq; Cabo Ligado; Nashir; Sala da Paz,Local partner-Other,"On 6 August 2020, armed forces clashed with members of an Islamist militia in Mocimboa da Praia (Cabo Delgado). A statement published by the Islamic State Central African Province (ISCAP) claimed that 50 members of the armed forces were killed or injured. The group also claimed to have ransacking 2 of the military bases. Clashes were registered from 5 August to 11 August. Independent investigations reported between 60 to 90 government fatalities, over 100 injured and up to 40 missing. 60 fatalities split across 7 events.",8,1601937199,MOZ
7239653,508,MZM1709,1709,2020-08-06,2020,2,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,1 de Maio,-11.3245,40.3122,1,Cabo Ligado,Local partner-Other,"Around 6 August 2020 (between 5 and 7 August), members of an Islamist militia gained control of the city of 1 de Maio (Mocimboa da Praia, Cabo Delgado) after a clash with FDS forces.",0,1601937200,MOZ
7239586,508,MZM1666,1666,2020-08-05,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Quissanga,-12.4341,40.4836,2,Cabo Ligado; AIM,Local partner-Other,"On 5 August 2020, armed forces clashed with members of an Islamist militia in the district of Quissanga (Cabo Delgado). 12 members of the militia were killed; the armed forces destroyed an advanced observation and control post in the proximities of the camps known as Syria 1 and Syria 2. Among the fatalities, was an alleged female Ugandan national.",12,1601937199,MOZ
7239654,508,MZM1732,1732,2020-08-05,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Awasse,-11.5096,40.0314,1,Cabo Ligado,Local partner-Other,"On 5 August 2020, an attack was registered in Awasse (Mocimboa da Praia, Cabo Delgado) by an Islamist militia.",0,1601937200,MOZ
7239655,508,MZM1664,1664,2020-08-05,2020,1,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Anga,-11.3905,40.3822,1,Cabo Ligado,Local partner-Other,"On 5 August 2020, members of an Islamist militia kidnapped residents of Anga (Mocimboa da Praia, Cabo Delgado), raided goods and set houses on fire. No reports on injuries and/or fatalities.",0,1601937200,MOZ
7239656,508,MZM1665,1665,2020-08-05,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),Dyck Advisory Group,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 5 August 2020, FDS forces, with support of DAG, clashed with an Islamist militia in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). Clashes were registered until 11 August. Independent investigations reported between 60 to 90 government fatalities, over 100 injured and up to 40 missing. 60 fatalities split across 7 events.",8,1601937200,MOZ
7239584,508,MZM1662,1662,2020-07-31,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litandacua,-11.9358,39.9847,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 31 July 2020, Islamist militiamen in Litanduacau (Macomia, Cabo Delgado) raided goods and set houses on fire. Conflicting reports suggest between zero and two fatalities.",0,1601937199,MOZ
7239585,508,MZM1663,1663,2020-07-31,2020,2,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Manica,-12.0897,40.4192,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"Around 31 July 2020 (between 31 July - 1 August), 7 women were kidnapped by members of an Islamist militia in Manica (Macomia, Cabo Delgado). The group also raided the village. No reports on injuries and/or fatalities.",0,1601937199,MOZ
7173615,508,MZM1655,1655,2020-07-31,2020,2,Protests,Peaceful protest,Protesters (Mozambique),Fishermen (Mozambique); Women (Mozambique),6,,,0,60,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Miramar,National,"Around 31 July 2020 (as reported), fisherwomen gathered in front of the Fishery Port in Maputo (Maputo) in a demonstration against the Municipal police action, which was taking their merchandise. [size=no report]",0,1596481841,MOZ
7239583,508,MZM1661,1661,2020-07-30,2020,1,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Manica,-12.0897,40.4192,1,Carta de Mocambique; Cabo Ligado,Local partner-Other,"On 30 July 2020, 4 girls were kidnapped by members of an Islamist militia in Manica (Macomia, Cabo Delgado). The group also raided the village. No reports on injuries and/or fatalities.",0,1601937199,MOZ
7189063,508,MZM1660,1660,2020-07-29,2020,1,Riots,Mob violence,Rioters (Mozambique),Labour Group (Mozambique),5,Police Forces of Mozambique (1990-),,1,15,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Miramar,National,"On 29 July 2020, shop sellers attempted to forcibly enter the Zimpeto Grossista Market in Maputo (Maputo City), which has been closed due to coronavirus-related measures. Police prevented the group fro entering. [size=no report]",0,1599525369,MOZ
7239657,508,MZM1654,1654,2020-07-29,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"Around 29 July 2020 (between 29 - 30 July), 9 people were killed during an attack by an Islamist militia in Milemba neighborhood, Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado).",9,1601937200,MOZ
7173733,508,MZM1651,1651,2020-07-28,2020,2,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,1,Twitter,New media,"Around 28 July 2020 (as reported), Rapid Intervention Unit officers reportedly beat civilians who refused to pay money demanded by them in Macomia (Macomia, Cabo Delgado).",0,1596481842,MOZ
7239582,508,MZM1650,1650,2020-07-28,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Litandacua Communal Militia (Mozambique),,4,34,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litandacua,-11.9358,39.9847,1,Cabo Ligado; MediaFax (Mozambique),Local partner-Other,"On 28 July 2020, members of an Islamist militia clashed with a local self defense unit in Litanduacau (Macomia, Cabo Delgado) after the former attacked the city, killing between 2 to 3 civilians (according to different sources) and seizing goods. During the shoot-out, 12 Islamist militiamen were killed.",14,1601937199,MOZ
7173327,508,MZM1653,1653,2020-07-28,2020,1,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,Civilians (Mozambique),Police Forces of Mozambique (1990-),7,17,Eastern Africa,Mozambique,Nampula,Nampula,Cidade De Nampula,Nampula,-15.1200,39.2647,1,Jornal Ikweli; Club Mozambique,Subnational-National,"On 28 July 2020, an off-duty Municipal and Inspection police officer was shot and killed by members of the Rapid Intervention Unit in front of his house in Nampula (Nampula, Nampula). The officer was killed after the officers ordered him to identify himself. No reports on arrests.",1,1596481840,MOZ
7239658,508,MZM1652,1652,2020-07-28,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 28 July 2020, a person was killed during an attack by 10 members of an Islamist militia in the area of Nabubussi, Milemba neighborhood, Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado). The group intercepted a truck carrying goats and rice, killed one animal, seized the goods and burnt several houses.",1,1601937200,MOZ
7239659,508,MZM1649,1649,2020-07-26,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Novo Cabo Delgado,-11.8882,40.0743,1,Cabo Ligado,Local partner-Other,"On 26 July 2020, 4 civilians were killed during an attack by an Islamist Militia in Novo Cabo Delgado (Macomia, Cabo Delgado). The attack was perpetrated by seven people, 5 armed with 2 machetes; two of whom were killed. Houses were set on fire.",6,1601937200,MOZ
7239581,508,MZM1648,1648,2020-07-25,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Refugees/IDPs (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Novo Cabo Delgado,-11.8882,40.0743,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 25 July 2020, between 2 and 4 people (according to different sources) were killed during an attack by an Islamist militia in Novo Cabo Delgado (Macomia, Cabo Delgado). The group also burnt houses. The village is inhabited by several IDPs from the region.",2,1601937199,MOZ
7173600,508,MZM1647,1647,2020-07-25,2020,1,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Maputo,Namaacha,Cidade Da Matola,Matola,-25.9622,32.4589,1,Lusa,National,"On 25 July 2020, a man was shot and killed by the police in Fomento neighborhood, Matola (Namaacha, Maputo) for breaking measures related to the coronavirus. The officer was arrested.",1,1596481841,MOZ
7239618,508,MZM1797,1797,2020-07-24,2020,2,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Manica,-12.0897,40.4192,1,Carta de Mocambique; Cabo Ligado,Local partner-Other,"Around 24 July 2020 (between 23 - 25 July), members of an Islamist militia kidnapped between 6 and 11 women in Manica (Macomia, Cabo Delgado). The group arrived in the village on 23 July and left 25 July.",0,1601937200,MOZ
7239580,508,MZM1644,1644,2020-07-23,2020,1,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Manica,-12.0897,40.4192,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 23 July 2020, members of an Islamist militia raided and set houses on fire in Manica (Macomia, Cabo Delgado). No reports on injuries and/or fatalities. The group arrived in the village on 23 July and left 25 July.",0,1601937199,MOZ
7239660,508,MZM1646,1646,2020-07-23,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Cabo Ligado,Local partner-Other,"On 23 July 2020, 2 people were killed, and several women were abducted by members of an Islamist militia in Mucojuco (Macomia, Cabo Delgado). The group also burnt a boat.",2,1601937200,MOZ
7239579,508,MZM1643,1643,2020-07-21,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 21 July 2020, members of an Islamist militia killed 2 people, kidnapped 4 girls, and raided houses in Mucojuco (Macomia, Cabo Delgado).",2,1601937199,MOZ
7169039,508,MZM1642,1642,2020-07-20,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,RMJ: Renamo Military Junta,,3,13,Eastern Africa,Mozambique,Manica,Sussundenga,Dombe,Dombe,-19.9713,33.3983,2,Club Mozambique; VOA; Carta de Mocambique; Miramar; O Pais,National-Regional,"On 20 July 2020, armed forces clashed with members of the RENAMO in a base close to Dombe (Sussundenga, Manica). During the shoot-out, 5 RENAMO members were killed; three AK-47 and seven charges were seized.",5,1595875995,MOZ
7227545,508,MZM1641,1641,2020-07-19,2020,1,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Ibo,Ibo Island,Mussemuku,-12.3251,40.5943,2,Carta de Mocambique,National,"On 19 July 2020, members of an Islamist group abducted an unidentified number of women during an attack in the Paesse agricultural production center, Mussemuku (Mussemuco) (Ibo, Cabo Delgado). Injuries and/or fatalities were not reported.",0,1600717729,MOZ
7177102,508,MZM1640,1640,2020-07-18,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,2,Pinnacle News,Regional,"On 18 July 2020, the Armed Forces killed around 12 Islamist militia members in the district of Mocimboa da Praia (Cabo Delgado). The victims were placed in a mass grave, also in the region.",12,1596817624,MOZ
7169374,508,MZM1638,1638,2020-07-17,2020,1,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,Civilians (Mozambique),,7,57,Eastern Africa,Mozambique,Maputo,Namaacha,Cidade Da Matola,Matola,-25.9622,32.4589,1,Miramar,National,"On 17 July 2020, a man was killed by a group who mistook him for a robber in Tchumene, Matola (Namaacha, Maputo). [size=no report]",1,1595875997,MOZ
7239661,508,MZM1639,1639,2020-07-17,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Muagamula,-12.1643,40.1113,2,Cabo Ligado,Local partner-Other,"On 17 July 2020, the body of a man was found near Muagamula (Macomia, Cabo Delgado). Residents believed he was ambushed by members of an Islamist militia; the victim was a security guard at a gospel radio station, but there is no indication that he was targeted because of his religion.",1,1601937200,MOZ
7227535,508,MZM1636,1636,2020-07-15,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Mungue,-11.6375,39.9847,1,Bifes de Pemba; HRW,Other-New media,"On 15 July 2020, 20 people were killed by members of an Islamist militia in Mungue (Muidumbe, Cabo Delgado) as the group was moving to Chai. They were wearing military uniforms.",20,1600717729,MOZ
7239662,508,MZM1731,1731,2020-07-15,2020,3,Violence against civilians,Sexual violence,Military Forces of Mozambique (1990-),,1,Civilians (Mozambique),Women (Mozambique); Refugees/IDPs (Mozambique),7,17,Eastern Africa,Mozambique,Cabo Delgado,Ibo,Ibo Island,Ibo,-12.3333,40.5833,1,Cabo Ligado,Local partner-Other,"Around 15 July 2020 (month of), 6 IDPs teenage girls were sexually assaulted by members of the military in Ibo (Ibo, Cabo Delgado).",0,1601937200,MOZ
7239663,508,MZM1637,1637,2020-07-15,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Xitaxi,-11.8081,40.0064,1,Cabo Ligado,Local partner-Other,"On 15 July 2020, the Armed Forces clashed with Islamist militia members in Xitaxi (Muidumbe, Cado Delgado). During the shoot-out, 2 militia members and 8 civilians were killed.",10,1601937200,MOZ
7239612,508,MZM1776,1776,2020-07-14,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Litamanda,-11.8966,40.1097,1,Cabo Ligado; Sala da Paz; Carta de Mocambique,Local partner-Other,"On 14 July 2020, members of an Islamist militia killed a civilian and set 5 houses on fire in Litamanda (Macomia, Cabo Delgado).",1,1601937200,MOZ
7239664,508,MZM1708,1708,2020-07-14,2020,2,Violence against civilians,Attack,Military Forces of Mozambique (1990-),,1,Civilians (Mozambique),Prisoners (Mozambique),7,17,Eastern Africa,Mozambique,Cabo Delgado,Pemba,Cidade De Pemba,Pemba,-12.9733,40.5176,1,Cabo Ligado,Local partner-Other,"Around 14 July 2020 (between 14 and 15 July), 15 individuals were arrested by the FDS in Pemba (Pemba, Cabo Delgado). The group was reportedly tortured and later released. According to some sources, they confessed to be in a reconnaissance mission for an Islamist group, while other sources stated that they proved their innocence, being a group seeking refuge from the conflict in the north.",0,1601937200,MOZ
7239665,508,MZM1796,1796,2020-07-14,2020,1,Violence against civilians,Attack,Military Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 14 July 2020, soldiers assaulted a man and his mother in Nabubussi residential area, Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado) and took money from them. No reports on the conditions of the victims.",0,1601937200,MOZ
7239666,508,MZM1630,1630,2020-07-14,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Chai,-11.9319,40.1103,1,Cabo Ligado,Local partner-Other,"On 14 July 2020, a person was killed during an attack of Islamist militiamen in Chai (Macomia, Cabo Delgado). Houses were destroyed and good were looted.",1,1601937200,MOZ
7189002,508,MZM1707,1707,2020-07-13,2020,2,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Ntessa,-12.5042,40.1864,1,MediaFax (Mozambique),National,"Around 13 July 2020 (week of), security forces killed 4 Islamist fighters in Ntessa (Quissanga, Cabo Delgado). 2 others were arrested.",4,1599525369,MOZ
7212705,508,MZM1706,1706,2020-07-13,2020,2,Battles,Government regains territory,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Cagembe,-12.3822,40.2624,2,MediaFax (Mozambique),National,"Around 13 July 2020 (as reported), members of the security forces killed and captured an unidentified number of Islamist fighters near Cagembe (Quissanga, Cabo Delgado). They also destroyed the group's camp. Fatalities coded as 3.",3,1600121126,MOZ
7239667,508,MZM1635,1635,2020-07-13,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Health Workers (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Muidumbe,Milangalewa,-11.8511,40.0761,1,Cabo Ligado,Local partner-Other,"On 13 July 2020, two people were killed after Islamist militiamen ambushed an ambulance in Milangueleia (Muidumbe, Cabo Delgado).",2,1601937200,MOZ
7239668,508,MZM1634,1634,2020-07-12,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Awasse,-11.5096,40.0314,1,Cabo Ligado,Local partner-Other,"On 12 July 2020, Islamist militiamen killed two people and set two houses on fire in the Awasse village, Mocimboa da Praia (Mocimboa Da Praia, Cabo Delgado).",2,1601937200,MOZ
7163524,508,MZM1633,1633,2020-07-11,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),FRELIMO: Liberation Front of Mozambique,7,37,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,VOA; Lusa; O Pais; Club Mozambique,National-Regional,"On 11 July 2020, the president of the CTA, and a member of the FRELIMO, was shot and injured by two armed individuals in Josina Machel avenue, near downtown Maputo. Motivation are unknown.",0,1595270742,MOZ
7239669,508,MZM1632,1632,2020-07-08,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,Cabo Ligado,Local partner-Other,"On 8 July 2020, 13 individuals were killed by Islamist militiamen as the group travelled from Mucojo to Ilala (Macomia, Cabo Delgado).",13,1601937200,MOZ
7157605,508,MZM1626,1626,2020-07-07,2020,1,Protests,Peaceful protest,Protesters (Mozambique),Street Traders (Mozambique),6,,,0,60,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Miramar,National,"On 7 July 2020, more than 350 informal vendors gathered in the Zimpeto market office, Maputo (Maputo, Maputo City), to demand their inclusion in the market reorganization. [size=more than 350]",0,1594671475,MOZ
